zip,city,district,region
18921,Ninh Binh,District #04,East
18922,Ninh Binh,District #04,East
18923,Bac Giang,District #04,East
18924,Hanoi,District #04,East
18925,Bac Giang,District #04,East
18926,Ha Long,District #04,East
18927,Hai Phong,District #04,East
18928,Hai Phong,District #04,East
18929,Viet Tri,District #04,East
18930,Cam Pha,District #04,East
18931,Cam Pha,District #04,East
18932,Phu Ly,District #04,East
18933,Cam Pha,District #04,East
18934,Uong Bi,District #04,East
18935,Hai Phong,District #04,East
18936,Ninh Binh,District #04,East
18938,Bac Giang,District #04,East
18940,Ha Long,District #04,East
18942,Ninh Binh,District #04,East
18943,Phu Ly,District #04,East
18944,Hanoi,District #04,East
18946,Ha Long,District #04,East
18947,Hanoi,District #04,East
18949,Nam Dinh,District #04,East
18950,Hai Phong,District #04,East
18951,Viet Tri,District #04,East
18953,Cam Pha,District #04,East
18954,Son Tay,District #04,East
18955,Phu Ly,District #04,East
18956,Uong Bi,District #04,East
18957,Cam Pha,District #04,East
18958,Hanoi,District #04,East
18960,Hanoi,District #04,East
18962,Uong Bi,District #04,East
18963,Hanoi,District #04,East
18964,Hanoi,District #04,East
18966,Nam Dinh,District #04,East
18968,Lao Cai,District #04,East
18969,Bac Giang,District #04,East
18970,Viet Tri,District #04,East
18971,Bac Ninh,District #04,East
18972,Ha Long,District #04,East
18974,Bac Ninh,District #04,East
18976,Hai Phong,District #04,East
18977,Phu Ly,District #04,East
18979,Ha Long,District #04,East
18980,Bac Ninh,District #04,East
18981,Son Tay,District #04,East
18991,Uong Bi,District #04,East
19001,Bac Giang,District #04,East
19002,Cam Pha,District #04,East
19003,Phu Ly,District #04,East
19004,Nam Dinh,District #04,East
19006,Uong Bi,District #04,East
19007,Lao Cai,District #04,East
19008,Uong Bi,District #04,East
19009,Bac Giang,District #04,East
19010,Ha Long,District #04,East
19012,Nam Dinh,District #04,East
19013,Son Tay,District #04,East
19014,Cam Pha,District #04,East
19015,Thai Nguyen,District #04,East
19016,Bac Ninh,District #04,East
19017,Uong Bi,District #04,East
19018,Cam Pha,District #04,East
19020,Viet Tri,District #04,East
19021,Nam Dinh,District #04,East
19022,Viet Tri,District #04,East
19023,Bac Giang,District #04,East
19025,Son Tay,District #04,East
19026,Ha Long,District #04,East
19027,Ha Long,District #04,East
19028,Bac Giang,District #04,East
19029,Cam Pha,District #04,East
19030,Viet Tri,District #04,East
19031,Bac Ninh,District #04,East
19032,Lao Cai,District #04,East
19033,Bac Giang,District #04,East
19034,Hai Phong,District #04,East
19035,Hai Phong,District #04,East
19036,Son Tay,District #04,East
19037,Hai Phong,District #04,East
19038,Son Tay,District #04,East
19039,Nam Dinh,District #04,East
19040,Hai Phong,District #04,East
19041,Thai Nguyen,District #04,East
19043,Uong Bi,District #04,East
19044,Bac Ninh,District #04,East
19046,Phu Ly,District #04,East
19047,Uong Bi,District #04,East
19048,Bac Ninh,District #04,East
19049,Uong Bi,District #04,East
19050,Son Tay,District #04,East
19052,Bac Ninh,District #04,East
19053,Ha Long,District #04,East
19054,Bac Ninh,District #04,East
19055,Ninh Binh,District #04,East
19056,Nam Dinh,District #04,East
19057,Son Tay,District #04,East
19058,Uong Bi,District #04,East
19060,Uong Bi,District #04,East
19061,Thai Nguyen,District #04,East
19063,Lao Cai,District #04,East
19064,Hanoi,District #04,East
19065,Thai Nguyen,District #04,East
19066,Bac Ninh,District #04,East
19067,Bac Giang,District #04,East
19070,Bac Giang,District #04,East
19072,Ha Long,District #04,East
19073,Nam Dinh,District #04,East
19074,Hai Phong,District #04,East
19075,Uong Bi,District #04,East
19076,Thai Nguyen,District #04,East
19078,Cam Pha,District #04,East
19079,Uong Bi,District #04,East
19080,Viet Tri,District #04,East
19081,Cam Pha,District #04,East
19082,Viet Tri,District #04,East
19083,Uong Bi,District #04,East
19085,Viet Tri,District #04,East
19086,Uong Bi,District #04,East
19087,Thai Nguyen,District #04,East
19088,Nam Dinh,District #04,East
19089,Ninh Binh,District #04,East
19090,Thai Nguyen,District #04,East
19091,Cam Pha,District #04,East
19094,Ha Long,District #04,East
19095,Bac Giang,District #04,East
19096,Cam Pha,District #04,East
19098,Uong Bi,District #04,East
19301,Cam Pha,District #04,East
19311,Bac Ninh,District #04,East
19312,Son Tay,District #04,East
19316,Cam Pha,District #04,East
19317,Ninh Binh,District #04,East
19318,Phu Ly,District #04,East
19319,Cam Pha,District #04,East
19320,Lao Cai,District #04,East
19331,Hai Phong,District #04,East
19333,Lao Cai,District #04,East
19335,Ninh Binh,District #04,East
19339,Cam Pha,District #04,East
19340,Phu Ly,District #04,East
19341,Cam Pha,District #04,East
19342,Nam Dinh,District #04,East
19343,Ninh Binh,District #04,East
19344,Nam Dinh,District #04,East
19345,Thai Nguyen,District #04,East
19346,Cam Pha,District #04,East
19347,Ninh Binh,District #04,East
19348,Bac Ninh,District #04,East
19350,Bac Giang,District #04,East
19351,Hanoi,District #04,East
19352,Hai Phong,District #04,East
19353,Hanoi,District #04,East
19354,Hai Phong,District #04,East
19355,Lao Cai,District #04,East
19357,Ninh Binh,District #04,East
19358,Ninh Binh,District #04,East
19360,Hanoi,District #04,East
19366,Hai Phong,District #04,East
19371,Nam Dinh,District #04,East
19372,Cam Pha,District #04,East
19373,Thai Nguyen,District #04,East
19374,Bac Giang,District #04,East
19375,Ha Long,District #04,East
19376,Phu Ly,District #04,East
19380,Thai Nguyen,District #04,East
19381,Hanoi,District #04,East
19382,Phu Ly,District #04,East
19383,Lao Cai,District #04,East
19388,Hanoi,District #04,East
19390,Bac Giang,District #04,East
19395,Ninh Binh,District #04,East
19397,Viet Tri,District #04,East
19398,Ninh Binh,District #04,East
19399,Bac Ninh,District #04,East
19401,Bac Ninh,District #04,East
19403,Viet Tri,District #04,East
19404,Ha Long,District #04,East
19405,Nam Dinh,District #04,East
19406,Uong Bi,District #04,East
19407,Viet Tri,District #04,East
19408,Hai Phong,District #04,East
19409,Cam Pha,District #04,East
19415,Bac Ninh,District #04,East
19420,Cam Pha,District #04,East
19421,Son Tay,District #04,East
19422,Hai Phong,District #04,East
19423,Son Tay,District #04,East
19424,Bac Giang,District #04,East
19425,Phu Ly,District #04,East
19426,Bac Ninh,District #04,East
19428,Thai Nguyen,District #04,East
19429,Phu Ly,District #04,East
19430,Viet Tri,District #04,East
19432,Ha Long,District #04,East
19435,Viet Tri,District #04,East
19436,Phu Ly,District #04,East
19437,Bac Ninh,District #04,East
19438,Lao Cai,District #04,East
19440,Uong Bi,District #04,East
19441,Thai Nguyen,District #04,East
19442,Hanoi,District #04,East
19443,Viet Tri,District #04,East
19444,Ha Long,District #04,East
19446,Phu Ly,District #04,East
19450,Cam Pha,District #04,East
19451,Bac Giang,District #04,East
19453,Ha Long,District #04,East
19454,Viet Tri,District #04,East
19455,Ha Long,District #04,East
19456,Bac Ninh,District #04,East
19457,Ninh Binh,District #04,East
19460,Lao Cai,District #04,East
19462,Son Tay,District #04,East
19464,Son Tay,District #04,East
19465,Cam Pha,District #04,East
19468,Ha Long,District #04,East
19470,Ninh Binh,District #04,East
19472,Ninh Binh,District #04,East
19473,Son Tay,District #04,East
19474,Viet Tri,District #04,East
19475,Hai Phong,District #04,East
19477,Cam Pha,District #04,East
19478,Bac Giang,District #04,East
19480,Ninh Binh,District #04,East
19481,Bac Ninh,District #04,East
19482,Thai Nguyen,District #04,East
19484,Hai Phong,District #04,East
19485,Ninh Binh,District #04,East
19486,Phu Ly,District #04,East
19490,Hanoi,District #04,East
19492,Bac Giang,District #04,East
19493,Bac Giang,District #04,East
19494,Bac Giang,District #04,East
19495,Lao Cai,District #04,East
19496,Ha Long,District #04,East
19503,Thai Nguyen,District #04,East
19504,Ha Long,District #04,East
19505,Nam Dinh,District #04,East
19520,Lao Cai,District #04,East
19525,Son Tay,District #04,East
19543,Hanoi,District #04,East
19019,Uong Bi,District #04,East
19092,Nam Dinh,District #04,East
19093,Ha Long,District #04,East
19099,Thai Nguyen,District #04,East
19101,Ha Long,District #04,East
19102,Bac Giang,District #04,East
19103,Son Tay,District #04,East
19104,Uong Bi,District #04,East
19105,Phu Ly,District #04,East
19106,Bac Giang,District #04,East
19107,Hanoi,District #04,East
19108,Hai Phong,District #04,East
19109,Nam Dinh,District #04,East
19110,Nam Dinh,District #04,East
19111,Ninh Binh,District #04,East
19112,Ninh Binh,District #04,East
19113,Ninh Binh,District #04,East
19114,Uong Bi,District #04,East
19115,Cam Pha,District #04,East
19116,Viet Tri,District #04,East
19118,Bac Ninh,District #04,East
19119,Viet Tri,District #04,East
19120,Ninh Binh,District #04,East
19121,Phu Ly,District #04,East
19122,Uong Bi,District #04,East
19123,Hanoi,District #04,East
19124,Phu Ly,District #04,East
19125,Bac Ninh,District #04,East
19126,Phu Ly,District #04,East
19127,Cam Pha,District #04,East
19128,Lao Cai,District #04,East
19129,Thai Nguyen,District #04,East
19130,Son Tay,District #04,East
19131,Ninh Binh,District #04,East
19132,Thai Nguyen,District #04,East
19133,Bac Giang,District #04,East
19134,Cam Pha,District #04,East
19135,Phu Ly,District #04,East
19136,Viet Tri,District #04,East
19137,Ninh Binh,District #04,East
19138,Bac Ninh,District #04,East
19139,Cam Pha,District #04,East
19140,Bac Giang,District #04,East
19141,Lao Cai,District #04,East
19142,Thai Nguyen,District #04,East
19143,Uong Bi,District #04,East
19144,Hai Phong,District #04,East
19145,Ninh Binh,District #04,East
19146,Bac Ninh,District #04,East
19147,Thai Nguyen,District #04,East
19148,Uong Bi,District #04,East
19149,Bac Giang,District #04,East
19150,Ninh Binh,District #04,East
19151,Cam Pha,District #04,East
19152,Cam Pha,District #04,East
19153,Hai Phong,District #04,East
19154,Hanoi,District #04,East
19155,Bac Ninh,District #04,East
19160,Son Tay,District #04,East
19161,Lao Cai,District #04,East
19162,Uong Bi,District #04,East
19170,Uong Bi,District #04,East
19171,Bac Ninh,District #04,East
19172,Ha Long,District #04,East
19173,Hanoi,District #04,East
19175,Thai Nguyen,District #04,East
19176,Thai Nguyen,District #04,East
19177,Ha Long,District #04,East
19178,Nam Dinh,District #04,East
19179,Hanoi,District #04,East
19181,Uong Bi,District #04,East
19182,Lao Cai,District #04,East
19183,Viet Tri,District #04,East
19184,Bac Giang,District #04,East
19185,Bac Ninh,District #04,East
19187,Thai Nguyen,District #04,East
19188,Hai Phong,District #04,East
19190,Uong Bi,District #04,East
19191,Cam Pha,District #04,East
19192,Hanoi,District #04,East
19193,Bac Ninh,District #04,East
19194,Nam Dinh,District #04,East
19195,Ha Long,District #04,East
19196,Viet Tri,District #04,East
19197,Cam Pha,District #04,East
19244,Uong Bi,District #04,East
19255,Viet Tri,District #04,East
16312,Son Tay,District #06,East
16313,Ninh Binh,District #06,East
16321,Uong Bi,District #06,East
16329,Lao Cai,District #06,East
16333,Bac Giang,District #06,East
16340,Son Tay,District #06,East
16345,Phu Ly,District #06,East
16347,Viet Tri,District #06,East
16350,Lao Cai,District #06,East
16351,Cam Pha,District #06,East
16352,Phu Ly,District #06,East
16365,Nam Dinh,District #06,East
16366,Son Tay,District #06,East
16367,Uong Bi,District #06,East
16368,Phu Ly,District #06,East
16369,Bac Giang,District #06,East
16371,Lao Cai,District #06,East
16401,Hai Phong,District #06,East
16402,Hai Phong,District #06,East
16405,Cam Pha,District #06,East
16407,Phu Ly,District #06,East
16410,Ninh Binh,District #06,East
16411,Bac Giang,District #06,East
16412,Viet Tri,District #06,East
16413,Cam Pha,District #06,East
16415,Son Tay,District #06,East
16416,Viet Tri,District #06,East
16417,Bac Ninh,District #06,East
16420,Son Tay,District #06,East
16421,Hai Phong,District #06,East
16423,Son Tay,District #06,East
16426,Ha Long,District #06,East
16427,Thai Nguyen,District #06,East
16428,Ninh Binh,District #06,East
16430,Phu Ly,District #06,East
16438,Son Tay,District #06,East
16441,Phu Ly,District #06,East
16442,Uong Bi,District #06,East
16443,Thai Nguyen,District #06,East
16444,Hanoi,District #06,East
16475,Hai Phong,District #06,East
16501,Thai Nguyen,District #06,East
16502,Hanoi,District #06,East
16503,Cam Pha,District #06,East
16504,Phu Ly,District #06,East
16505,Son Tay,District #06,East
16506,Bac Giang,District #06,East
16507,Lao Cai,District #06,East
16508,Son Tay,District #06,East
16509,Lao Cai,District #06,East
16510,Bac Giang,District #06,East
16511,Thai Nguyen,District #06,East
16512,Son Tay,District #06,East
16514,Nam Dinh,District #06,East
16515,Bac Ninh,District #06,East
16522,Hai Phong,District #06,East
16530,Ninh Binh,District #06,East
16531,Viet Tri,District #06,East
16534,Hai Phong,District #06,East
16538,Nam Dinh,District #06,East
16541,Cam Pha,District #06,East
16544,Cam Pha,District #06,East
16546,Ninh Binh,District #06,East
16550,Nam Dinh,District #06,East
16553,Lao Cai,District #06,East
16563,Bac Giang,District #06,East
16565,Ninh Binh,District #06,East
16677,Nam Dinh,District #06,East
16701,Hanoi,District #06,East
16720,Hanoi,District #06,East
16724,Bac Ninh,District #06,East
16725,Son Tay,District #06,East
16726,Hanoi,District #06,East
16727,Bac Ninh,District #06,East
16729,Hai Phong,District #06,East
16730,Son Tay,District #06,East
16731,Viet Tri,District #06,East
16732,Phu Ly,District #06,East
16733,Viet Tri,District #06,East
16738,Viet Tri,District #06,East
16740,Phu Ly,District #06,East
16743,Hanoi,District #06,East
16744,Lao Cai,District #06,East
16745,Phu Ly,District #06,East
16746,Phu Ly,District #06,East
16748,Bac Ninh,District #06,East
16749,Ninh Binh,District #06,East
16750,Bac Ninh,District #06,East
16801,Hanoi,District #06,East
16802,Lao Cai,District #06,East
16803,Nam Dinh,District #06,East
16804,Hai Phong,District #06,East
16805,Uong Bi,District #06,East
16820,Nam Dinh,District #06,East
16822,Lao Cai,District #06,East
16823,Bac Giang,District #06,East
16826,Hanoi,District #06,East
16827,Son Tay,District #06,East
16828,Cam Pha,District #06,East
16829,Nam Dinh,District #06,East
16832,Viet Tri,District #06,East
16835,Cam Pha,District #06,East
16841,Hanoi,District #06,East
16844,Phu Ly,District #06,East
16848,Bac Ninh,District #06,East
16851,Viet Tri,District #06,East
16852,Lao Cai,District #06,East
16853,Uong Bi,District #06,East
16854,Viet Tri,District #06,East
16856,Nam Dinh,District #06,East
16859,Nam Dinh,District #06,East
16864,Bac Ninh,District #06,East
16865,Ninh Binh,District #06,East
16866,Cam Pha,District #06,East
16868,Thai Nguyen,District #06,East
16870,Phu Ly,District #06,East
16872,Ninh Binh,District #06,East
16874,Lao Cai,District #06,East
16875,Thai Nguyen,District #06,East
16882,Viet Tri,District #06,East
16901,Uong Bi,District #06,East
16910,Bac Giang,District #06,East
16911,Bac Ninh,District #06,East
16912,Hai Phong,District #06,East
16914,Nam Dinh,District #06,East
16915,Cam Pha,District #06,East
16917,Lao Cai,District #06,East
16920,Lao Cai,District #06,East
16921,Ha Long,District #06,East
16922,Viet Tri,District #06,East
16923,Hai Phong,District #06,East
16925,Viet Tri,District #06,East
16926,Thai Nguyen,District #06,East
16927,Bac Giang,District #06,East
16928,Phu Ly,District #06,East
16929,Bac Ninh,District #06,East
